gene,gene_symbol,log2fc,fdr,direction,rank
ENSG00000223812.8,PYDC2-AS1,2.4475284274152544,6.620407659076784e-56,up,337
ENSG00000184434.8,LRRC19,-3.8628024208861227,1.28982860428091e-35,down,338
ENSG00000104888.10,SLC17A7,-3.67957175246352,2.3723860555093288e-37,down,339
ENSG00000113396.13,SLC27A6,-3.7646334372952373,1.8628846995861325e-36,down,340
ENSG00000152092.16,ASTN1,-4.465836283057435,8.024461548238725e-31,down,341
ENSG00000172031.7,EPHX4,3.7725965394823056,2.410508765484513e-36,up,342
ENSG00000149970.16,CNKSR2,-3.0861893892556442,2.901939441584403e-44,down,343
ENSG00000137868.19,STRA6,4.0377099202463125,8.221467105676237e-34,up,344
ENSG00000158270.12,COLEC12,-3.0060158926420684,3.9789453785749563e-45,down,345
ENSG00000118777.12,ABCG2,-5.483343537072455,4.585670077655526e-25,down,346
ENSG00000172020.13,GAP43,-4.354574936777612,2.2819743069904515e-31,down,347
ENSG00000113303.12,BTNL8,-4.597729404811954,9.641897706448982e-30,down,348
ENSG00000168477.19,TNXB,-4.922492493798389,7.947109966137768e-28,down,349
ENSG00000170369.4,CST2,3.789543211234849,6.547842537542879e-36,up,350
ENSG00000174944.9,P2RY14,-3.484544723293065,5.789018895628873e-39,down,351
ENSG00000130294.17,KIF1A,-4.7073316266009,5.155911416901998e-29,down,352
ENSG00000102683.8,SGCG,-4.232629170798375,3.7561227235861276e-32,down,353
ENSG00000197561.7,ELANE,-3.8780358369785546,7.090164971278474e-35,down,354
ENSG00000251546.1,IGKV1D-39,-5.018903569442593,4.3745309036138976e-27,down,355
ENSG00000127083.7,OMD,-4.158550395075296,1.832442013942216e-32,down,356
ENSG00000184144.12,CNTN2,-4.6575822469559345,4.675508107264691e-29,down,357
ENSG00000162520.15,SYNC,-2.9133104795059115,6.341081562011493e-46,down,358
ENSG00000048052.22,HDAC9,-2.748061900179591,1.2380594221995852e-48,down,359
ENSG00000174358.16,SLC6A19,-6.839711692201787,6.109033819176127e-20,down,360
ENSG00000105464.3,GRIN2D,4.14768993786373,2.4377200627287944e-32,up,361
ENSG00000204136.11,GGTA1,-3.2457771613794337,4.2434198234400396e-41,down,362
ENSG00000120149.9,MSX2,3.7733780453799053,1.8737731680273086e-35,up,363
ENSG00000038295.8,TLL1,-3.534203319094281,8.638839865034187e-38,down,364
ENSG00000164176.13,EDIL3,-2.8597801530672395,1.5714300028988924e-46,down,365
ENSG00000259087.5,,-4.6005063810000175,4.498107023401558e-29,down,366
ENSG00000204065.3,TCEAL5,-3.790986211434947,4.390094171886781e-35,down,367
ENSG00000105219.10,CCNP,3.4807181363152475,4.04597840191927e-38,up,368
ENSG00000144290.17,SLC4A10,-4.683661058285027,1.7981687671920648e-28,down,369
ENSG00000162409.11,PRKAA2,-3.893063184705576,4.253245726395774e-34,down,370
ENSG00000101115.13,SALL4,3.7560267519556403,2.5955041965309833e-35,up,371
ENSG00000162761.14,LMX1A,-3.724813308310233,1.5413237910745318e-35,down,372
ENSG00000169313.10,P2RY12,-3.636859615721677,2.3676312306317204e-36,down,373
ENSG00000170382.12,LRRN2,-4.715509975352644,3.958279748189166e-28,down,374
ENSG00000150625.16,GPM6A,-5.57161340555888,6.461407893208766e-24,down,375
ENSG00000116176.6,TPSG1,-3.9003053801112877,7.588960868528806e-34,down,376
ENSG00000036672.16,USP2,-4.8084809098987105,1.461682740753039e-27,down,377
ENSG00000211650.2,IGLV5-45,-4.560453796301496,5.111608892244668e-29,down,378
ENSG00000178031.17,ADAMTSL1,-3.0570163881763817,6.743102086504704e-43,down,379
ENSG00000048462.11,TNFRSF17,-4.604628503000087,1.2404268421839544e-28,down,380
ENSG00000095110.8,NXPE1,-3.9852599942205593,5.95701594446778e-33,down,381
ENSG00000013293.6,SLC7A14,-4.67561565638515,4.102082947985073e-28,down,382
ENSG00000287750.1,LOC124902202,-3.35404296863834,6.756292932772139e-39,down,383
ENSG00000259862.1,,1.640255329434044,2.33867174772925e-78,up,384
ENSG00000187398.12,LUZP2,-3.5607762851276696,1.7818260925117902e-36,down,385
ENSG00000145708.11,CRHBP,-3.1212766675141537,1.959097750702216e-41,down,386
ENSG00000197614.11,MFAP5,-3.895992716744325,2.4656159083499354e-33,down,387
ENSG00000173320.12,STOX2,-3.3902757602109856,3.579442924863752e-38,down,388
ENSG00000004799.8,PDK4,-3.9786937198151495,1.2695217249339387e-32,down,389
ENSG00000146039.11,SLC17A4,-4.511228907195261,7.49800965175318e-29,down,390
ENSG00000169218.14,RSPO1,-3.165909680332513,8.942323771445904e-41,down,391
ENSG00000133169.6,BEX1,-4.03139015350799,3.9959792844233463e-32,down,392
ENSG00000139200.14,PIANP,-3.265013124039904,1.8449111998412116e-39,down,393
ENSG00000178473.7,UCN3,-3.8422156918350834,1.2997992056185165e-33,down,394
ENSG00000144218.19,AFF3,-3.860552077850799,2.113392810444354e-33,down,395
ENSG00000105989.10,WNT2,4.987581056007745,5.1475846780830744e-26,up,396
ENSG00000132872.12,SYT4,-4.441842711849426,4.2282427693985707e-29,down,397
ENSG00000225698.3,IGHV3-72,-4.866059147388837,1.287224171770619e-26,down,398
ENSG00000072133.11,RPS6KA6,-2.837143833422635,4.0642583558254805e-45,down,399
ENSG00000270372.1,LINC03131,2.1316181972260897,1.3673787394155685e-59,up,400
ENSG00000065609.14,SNAP91,-4.069564479170498,1.5001882710823161e-31,down,401
ENSG00000107295.10,SH3GL2,-3.2569155566303656,3.22345295435565e-39,down,402
ENSG00000145287.11,PLAC8,-4.192637794653326,1.2566364936464031e-30,down,403
ENSG00000154645.14,CHODL,-3.7855779001909307,7.669460267656923e-34,down,404
ENSG00000214652.6,ZNF727,-3.310334904869674,1.7810356505922443e-38,down,405
ENSG00000227243.3,SLAMF6P1,-4.060579539510821,1.7304640122929042e-31,down,406
ENSG00000157404.16,KIT,-2.839670010064596,1.9041660194636238e-44,down,407
ENSG00000274736.5,CCL23,-3.9206819951540894,2.293236142465775e-32,down,408
ENSG00000166501.14,PRKCB,-3.311358560976708,4.021135978907529e-38,down,409
ENSG00000233215.6,LINC01687,-4.667702998641545,3.650987757796597e-27,down,410
ENSG00000175356.14,SCUBE2,-3.497571908472099,5.485537033735208e-36,down,411
ENSG00000118526.7,TCF21,-2.9658897797224038,2.6457800300635293e-42,down,412
ENSG00000240505.9,TNFRSF13B,-4.410141715668468,1.161366178020117e-28,down,413
ENSG00000166482.12,MFAP4,-3.2661756174506316,1.9608385886417758e-38,down,414
ENSG00000160801.14,PTH1R,-3.039710211717968,3.5219710362751766e-41,down,415
ENSG00000107159.13,CA9,3.544073371012024,2.1581650731880987e-35,up,416
ENSG00000143867.7,OSR1,-3.5330886693056245,2.1581650731880987e-35,down,417
ENSG00000134028.14,ADAMDEC1,-4.518896300660574,7.886492443926701e-28,down,418
ENSG00000168903.9,BTNL3,-4.023482905994091,3.8639012424577944e-31,down,419
ENSG00000183454.18,GRIN2A,-3.690851275806893,7.189198761940951e-34,down,420
ENSG00000227063.5,RPL41P1,-3.445146553713296,3.3543365976355786e-36,down,421
ENSG00000214814.7,FER1L6,-4.413426058913182,2.245493391524478e-28,down,422
ENSG00000180660.8,MAB21L1,-3.8603731780466006,2.592014994781135e-32,down,423
ENSG00000128040.11,SPINK2,-4.00748092197343,3.9150053982495704e-31,down,424
ENSG00000243238.1,IGKV2-30,-4.712079348806217,1.429404510749686e-26,down,425
ENSG00000189129.14,PLAC9,-3.263328112111849,4.956574074942696e-38,down,426
ENSG00000064787.13,BCAS1,-3.6304440639070137,3.1655076220241542e-34,down,427
ENSG00000171724.3,VAT1L,-2.8984363974358898,1.11252586863127e-42,down,428
ENSG00000109339.24,MAPK10,-2.6921500560729363,6.818760283236795e-46,down,429
ENSG00000182050.13,MGAT4C,-3.829456340048248,2.0410990550175935e-32,down,430
ENSG00000189056.14,RELN,-3.9843021220545793,3.5923146460191867e-31,down,431
ENSG00000172260.15,NEGR1,-3.670486988951695,9.120967694650807e-34,down,432
ENSG00000237515.9,SHISA9,-3.528393432238535,4.4585665473290433e-35,down,433
ENSG00000129167.9,TPH1,-4.669409250594626,1.1505212844355104e-26,down,434
ENSG00000015592.16,STMN4,-4.538155208291423,2.0462122384504712e-27,down,435
ENSG00000223573.7,TINCR,-4.285259968138043,5.823633374067705e-29,down,436
ENSG00000286324.1,,1.8284835418629213,8.392050963739631e-67,up,437
ENSG00000110887.8,DAO,-5.722730814483577,8.689562146177067e-22,down,438
ENSG00000166111.10,SVOP,-3.32302583019393,5.4423566312727664e-37,down,439
ENSG00000105492.16,SIGLEC6,-3.1905367295536364,1.8845390887222112e-38,down,440
ENSG00000262097.2,LINC02185,-3.159420254030948,8.57043616325598e-39,down,441
ENSG00000211660.3,IGLV2-23,-4.033976560392075,1.587975325860207e-30,down,442
ENSG00000256643.1,LINC02441,-3.6684862329235264,2.1439837947848532e-33,down,443
ENSG00000100626.17,GALNT16,-3.6951612355037824,3.964302145632627e-33,down,444
ENSG00000092051.17,JPH4,-3.3679635663693888,3.000507733045805e-36,down,445
ENSG00000244116.3,IGKV2-28,-4.702647870129019,3.6597743047881587e-26,down,446
ENSG00000151079.7,KCNA6,-3.4561027684409167,2.817013361135992e-35,down,447
ENSG00000185760.17,KCNQ5,-3.2055908318688093,5.937850911594434e-38,down,448
ENSG00000149575.9,SCN2B,-4.44902415959066,1.5834493336004693e-27,down,449
ENSG00000067840.12,PDZD4,-3.9816200629426417,1.1474125518053595e-30,down,450
ENSG00000138678.11,GPAT3,-3.294805721440971,7.0024061724873625e-37,down,451
ENSG00000168824.14,NSG1,-2.3269971605299915,6.675829317820001e-52,down,452
ENSG00000165197.5,VEGFD,-4.824527943893695,2.0766686374406475e-25,down,453
ENSG00000135374.11,ELF5,2.977970929809458,1.063462088998007e-40,up,454
ENSG00000128482.16,RNF112,-3.033660750606908,6.736959086793282e-40,down,455
ENSG00000177098.9,SCN4B,-3.018534945364854,4.420431565897756e-40,down,456
ENSG00000230234.1,,2.9422954231090053,4.607433161997433e-41,up,457
ENSG00000162374.18,ELAVL4,-3.956304103894225,1.1249149280304618e-30,down,458
ENSG00000244575.3,IGKV1-27,-4.229152389969107,1.0864758099281542e-28,down,459
ENSG00000138669.9,PRKG2,-4.601222587274823,2.2347693775641582e-26,down,460
ENSG00000108823.16,SGCA,-3.6639999951382496,6.664516891187494e-33,down,461
ENSG00000255085.8,,-3.1290686087096096,2.3505626124029605e-38,down,462
ENSG00000114455.13,HHLA2,-3.8364059426617043,2.0526291659044674e-31,down,463
ENSG00000130055.14,GDPD2,-4.357915624991958,9.731795496892452e-28,down,464
ENSG00000211668.2,IGLV2-11,-4.131154410879592,3.253738223972958e-29,down,465
ENSG00000111700.13,SLCO1B3,3.5113867872757156,3.1655076220241542e-34,up,466
ENSG00000132915.11,PDE6A,-4.766708890744688,2.1122708251056426e-25,down,467
ENSG00000205221.12,VIT,-3.6220728681359327,3.427776614486254e-33,down,468
ENSG00000253549.6,CA3-AS1,-3.831599575353107,2.204473192367994e-31,down,469
ENSG00000134827.8,TCN1,4.384792849384904,1.705946646548449e-27,up,470
ENSG00000172348.15,RCAN2,-2.6861926282394935,2.256627097897177e-44,down,471
ENSG00000105696.9,TMEM59L,-3.972035002043442,3.077897928002151e-30,down,472
ENSG00000257588.1,AQP5-AS1,2.906638422399281,5.534054568433813e-41,up,473
ENSG00000125355.16,TMEM255A,-3.1948780775963552,2.68030427752771e-37,down,474
ENSG00000211637.2,IGLV4-69,-4.459489102692682,6.551392023255376e-27,down,475
ENSG00000188641.14,DPYD,-2.7083330361814584,7.791031311477016e-44,down,476
ENSG00000171303.7,KCNK3,-4.154835368090369,8.929027992998274e-29,down,477
ENSG00000181234.9,TMEM132C,-3.5639850024899076,2.246923166705254e-33,down,478
ENSG00000256298.1,,1.7584926131139904,6.919291119880061e-67,up,479
ENSG00000140297.13,GCNT3,-3.4185723713717593,9.324355870868345e-35,down,480
ENSG00000110975.8,SYT10,-3.7262547904560503,6.108179343010819e-32,down,481
ENSG00000168032.10,ENTPD3,-3.3009543128245697,5.820060336536347e-36,down,482
ENSG00000184564.11,SLITRK6,-3.09482984995383,2.8138194739625844e-38,down,483
ENSG00000166825.15,ANPEP,-5.377592887604585,2.5077512161202756e-22,down,484
ENSG00000164128.7,NPY1R,-3.730866340369249,7.53741697218912e-32,down,485
ENSG00000249167.2,SEMA6A-AS2,-3.102291597786235,3.81257672085058e-38,down,486
ENSG00000154258.17,ABCA9,-3.760501243217899,1.3916999986974337e-31,down,487
ENSG00000249306.6,LINC01411,3.1202917831323895,8.400408676100579e-38,up,488
ENSG00000203685.10,STUM,-4.56954228043693,4.8838591635932243e-26,down,489
ENSG00000083782.8,EPYC,2.887866021130201,9.823779047696029e-41,up,490
ENSG00000254560.6,BBOX1-AS1,3.4037634743201703,1.1795494076905308e-34,up,491
ENSG00000204424.10,LY6G6F,2.060605166621243,9.456064472918661e-57,up,492
ENSG00000211941.3,IGHV3-11,-4.334253570965471,2.3219702910723834e-27,down,493
ENSG00000145506.14,NKD2,3.038790378502541,1.0811307341060239e-38,up,494
ENSG00000118729.12,CASQ2,-5.489747803201855,1.2260515551263494e-21,down,495
ENSG00000101098.13,RIMS4,-4.637173038015833,2.0405757288769598e-25,down,496
ENSG00000178776.5,C5orf46,2.7504006626835316,2.365957032161005e-42,up,497
ENSG00000171916.17,LGALS9C,-4.179504398489647,4.445222950257905e-28,down,498
ENSG00000103544.15,VPS35L,-2.1517277589668584,9.152910644429133e-54,down,499
ENSG00000134240.12,HMGCS2,-4.090965248688715,1.4261675324316222e-28,down,500
